order_id,customer_id,order_date,product,quantity,price
893,P063,2025-07-06 16:33:00.759884,phone,1,400
894,P376,2025-03-15 16:33:00.759884,TV,2,880
895,P240,2025-03-14 16:33:00.759884,phone,2,400
896,P382,2025-05-30 16:33:00.759884,phone,3,400
897,P177,2025-02-24 16:33:00.759884,TV,1,880
898,P012,2025-04-12 16:33:00.759884,mouse,1,50
899,P094,2025-03-10 16:33:00.759884,TV,1,880
900,P286,2025-03-27 16:33:00.759884,mouse,1,50
901,P163,2025-03-18 16:33:00.759884,mouse,3,50
902,P015,2025-05-28 16:33:00.759884,mouse,3,50
903,P051,2025-04-10 16:33:00.759884,laptop,3,800
904,P268,2025-06-14 16:33:00.759884,watch,2,300
905,P147,2025-07-06 16:33:00.759884,ipad,4,550
906,P375,2025-05-28 16:33:00.759884,TV,3,880
907,P077,2025-02-23 16:33:00.759884,TV,2,880
908,P082,2025-07-08 16:33:00.759884,ipad,3,550
909,P025,2025-06-13 16:33:00.759884,watch,2,300
910,P364,2025-03-01 16:33:00.759884,phone,2,400
911,P180,2025-04-12 16:33:00.759884,ipad,3,550
912,P220,2025-03-03 16:33:00.759884,laptop,3,800
913,P019,2025-03-29 16:33:00.759884,phone,4,400
914,P365,2025-07-11 16:33:00.759884,laptop,2,800
915,P062,2025-07-07 16:33:00.759884,watch,2,300
916,P231,2025-05-31 16:33:00.759884,phone,4,400
917,P097,2025-06-12 16:33:00.759884,ipad,2,550
918,P177,2025-06-21 16:33:00.759884,phone,2,400
919,P356,2025-03-02 16:33:00.759884,laptop,4,800
920,P377,2025-04-20 16:33:00.759884,TV,1,880
921,P133,2025-03-13 16:33:00.759884,laptop,2,800
922,P058,2025-06-06 16:33:00.759884,ipad,2,550
923,P140,2025-04-15 16:33:00.759884,mouse,3,50
924,P164,2025-03-01 16:33:00.759884,laptop,3,800
925,P066,2025-05-28 16:33:00.759884,laptop,1,800
926,P271,2025-03-12 16:33:00.759884,ipad,4,550
927,P260,2025-05-12 16:33:00.759884,ipad,3,550
928,P254,2025-05-08 16:33:00.759884,laptop,4,800
929,P329,2025-04-17 16:33:00.759884,mouse,3,50
930,P187,2025-05-18 16:33:00.759884,TV,4,880
931,P204,2025-04-07 16:33:00.759884,phone,3,400
932,P181,2025-04-18 16:33:00.759884,laptop,1,800
933,P342,2025-05-08 16:33:00.759884,phone,1,400
934,P245,2025-05-31 16:33:00.759884,watch,2,300
935,P280,2025-03-21 16:33:00.759884,phone,3,400
936,P041,2025-07-06 16:33:00.759884,watch,4,300
937,P005,2025-05-30 16:33:00.759884,mouse,1,50
938,P002,2025-05-17 16:33:00.759884,laptop,2,800
939,P081,2025-03-17 16:33:00.759884,laptop,3,800
940,P258,2025-04-17 16:33:00.759884,laptop,3,800
941,P106,2025-04-01 16:33:00.759884,TV,2,880
942,P331,2025-04-17 16:33:00.759884,laptop,4,800
943,P209,2025-03-17 16:33:00.759884,mouse,3,50
944,P214,2025-02-23 16:33:00.759884,phone,2,400
945,P035,2025-04-07 16:33:00.759884,watch,3,300
946,P203,2025-02-23 16:33:00.759884,phone,1,400
947,P177,2025-02-27 16:33:00.759884,watch,4,300
948,P397,2025-06-07 16:33:00.759884,laptop,1,800
949,P086,2025-04-02 16:33:00.759884,watch,4,300
950,P328,2025-04-20 16:33:00.759884,phone,2,400
951,P272,2025-07-17 16:33:00.759884,TV,3,880
952,P320,2025-05-24 16:33:00.759884,mouse,2,50
953,P233,2025-07-03 16:33:00.759884,ipad,2,550
954,P006,2025-03-22 16:33:00.759884,watch,3,300
955,P321,2025-04-21 16:33:00.759884,watch,3,300
956,P057,2025-06-14 16:33:00.759884,mouse,3,50
957,P108,2025-03-24 16:33:00.759884,ipad,1,550
958,P124,2025-04-04 16:33:00.759884,laptop,2,800
959,P144,2025-05-24 16:33:00.759884,mouse,2,50
960,P341,2025-05-29 16:33:00.759884,phone,1,400
961,P039,2025-04-14 16:33:00.759884,laptop,4,800
962,P268,2025-07-07 16:33:00.759884,phone,1,400
963,P336,2025-05-29 16:33:00.759884,phone,3,400
964,P154,2025-03-15 16:33:00.759884,phone,1,400
965,P096,2025-07-13 16:33:00.759884,watch,4,300
966,P327,2025-06-19 16:33:00.759884,ipad,3,550
967,P170,2025-05-25 16:33:00.759884,watch,4,300
968,P330,2025-06-25 16:33:00.759884,laptop,1,800
969,P102,2025-03-02 16:33:00.759884,phone,2,400
970,P267,2025-07-09 16:33:00.759884,ipad,2,550
971,P189,2025-03-19 16:33:00.759884,laptop,3,800
972,P230,2025-05-05 16:33:00.759884,laptop,4,800
973,P391,2025-06-10 16:33:00.759884,ipad,3,550
974,P316,2025-03-28 16:33:00.759884,phone,2,400
975,P238,2025-07-14 16:33:00.759884,TV,1,880
976,P393,2025-04-26 16:33:00.759884,ipad,2,550
977,P092,2025-05-08 16:33:00.759884,phone,1,400
978,P193,2025-04-29 16:33:00.759884,laptop,3,800
979,P152,2025-06-25 16:33:00.759884,watch,4,300
980,P384,2025-06-21 16:33:00.759884,phone,1,400
981,P041,2025-07-05 16:33:00.759884,watch,4,300
982,P085,2025-03-29 16:33:00.759884,phone,3,400
983,P351,2025-06-09 16:33:00.759884,laptop,3,800
984,P171,2025-06-03 16:33:00.759884,phone,1,400
985,P299,2025-05-06 16:33:00.759884,phone,2,400
986,P125,2025-03-01 16:33:00.759884,phone,1,400
987,P338,2025-06-07 16:33:00.759884,watch,2,300
988,P280,2025-04-27 16:33:00.759884,ipad,1,550
989,P178,2025-03-21 16:33:00.759884,phone,1,400
990,P079,2025-06-03 16:33:00.759884,ipad,3,550
991,P374,2025-02-26 16:33:00.759884,watch,2,300
992,P249,2025-06-02 16:33:00.759884,watch,1,300
993,P038,2025-03-05 16:33:00.759884,phone,4,400
994,P271,2025-05-06 16:33:00.759884,phone,2,400
995,P173,2025-04-27 16:33:00.759884,mouse,4,50
996,P219,2025-06-09 16:33:00.759884,laptop,1,800
997,P223,2025-06-30 16:33:00.759884,watch,3,300
998,P394,2025-06-07 16:33:00.759884,watch,4,300
999,P320,2025-06-18 16:33:00.759884,watch,3,300
1000,P342,2025-06-30 16:33:00.759884,laptop,1,800
1001,P061,2025-03-26 16:33:00.759884,laptop,1,800
1002,P148,2025-03-31 16:33:00.759884,phone,1,400
1003,P203,2025-04-29 16:33:00.759884,TV,3,880
1004,P195,2025-04-01 16:33:00.759884,phone,4,400
1005,P019,2025-03-07 16:33:00.759884,phone,3,400
1006,P014,2025-04-04 16:33:00.759884,mouse,2,50
1007,P050,2025-03-05 16:33:00.759884,mouse,3,50
1008,P158,2025-03-20 16:33:00.759884,watch,3,300
1009,P387,2025-05-09 16:33:00.759884,laptop,4,800
1010,P394,2025-04-24 16:33:00.759884,mouse,4,50
1011,P194,2025-05-30 16:33:00.759884,TV,3,880
1012,P385,2025-06-15 16:33:00.759884,phone,3,400
1013,P306,2025-04-25 16:33:00.759884,ipad,2,550
1014,P349,2025-05-03 16:33:00.759884,ipad,2,550
1015,P226,2025-03-20 16:33:00.759884,laptop,4,800
1016,P104,2025-06-07 16:33:00.759884,mouse,2,50
1017,P011,2025-03-29 16:33:00.759884,laptop,3,800
1018,P329,2025-07-14 16:33:00.759884,watch,3,300
1019,P221,2025-03-18 16:33:00.759884,mouse,4,50
1020,P204,2025-06-12 16:33:00.759884,TV,2,880
1021,P165,2025-04-09 16:33:00.759884,mouse,4,50
1022,P275,2025-07-20 16:33:00.759884,mouse,4,50
1023,P282,2025-05-07 16:33:00.759884,ipad,3,550
1024,P010,2025-07-03 16:33:00.759884,watch,1,300
1025,P016,2025-04-27 16:33:00.759884,ipad,3,550
1026,P256,2025-04-11 16:33:00.759884,watch,2,300
1027,P097,2025-04-15 16:33:00.759884,TV,2,880
1028,P248,2025-06-12 16:33:00.759884,phone,3,400
1029,P292,2025-03-09 16:33:00.759884,ipad,3,550
1030,P017,2025-03-12 16:33:00.759884,phone,2,400
1031,P263,2025-04-02 16:33:00.759884,TV,1,880
1032,P186,2025-03-27 16:33:00.759884,phone,1,400
1033,P115,2025-02-27 16:33:00.759884,mouse,1,50
1034,P118,2025-05-13 16:33:00.759884,watch,3,300
1035,P248,2025-03-26 16:33:00.759884,mouse,3,50
1036,P181,2025-07-01 16:33:00.759884,mouse,1,50
1037,P377,2025-04-03 16:33:00.759884,mouse,4,50
1038,P316,2025-04-21 16:33:00.759884,mouse,2,50
1039,P140,2025-06-29 16:33:00.759884,laptop,1,800
1040,P212,2025-05-30 16:33:00.759884,watch,2,300
1041,P178,2025-02-23 16:33:00.759884,mouse,4,50
1042,P384,2025-03-15 16:33:00.759884,watch,1,300
1043,P292,2025-05-15 16:33:00.759884,watch,4,300
1044,P177,2025-07-12 16:33:00.759884,phone,2,400
1045,P146,2025-07-10 16:33:00.759884,watch,1,300
1046,P373,2025-04-30 16:33:00.759884,laptop,3,800
1047,P294,2025-03-21 16:33:00.759884,TV,4,880
1048,P006,2025-06-11 16:33:00.759884,phone,1,400
1049,P194,2025-03-26 16:33:00.759884,TV,1,880
1050,P284,2025-07-20 16:33:00.759884,laptop,2,800
1051,P070,2025-06-30 16:33:00.759884,phone,2,400
1052,P247,2025-03-29 16:33:00.759884,watch,1,300
1053,P249,2025-04-25 16:33:00.759884,TV,4,880
1054,P243,2025-07-06 16:33:00.759884,watch,4,300
1055,P377,2025-06-28 16:33:00.759884,watch,3,300
1056,P002,2025-03-25 16:33:00.759884,watch,1,300
1057,P372,2025-04-29 16:33:00.759884,watch,2,300
1058,P029,2025-04-15 16:33:00.759884,phone,2,400
1059,P077,2025-06-29 16:33:00.759884,TV,4,880
1060,P303,2025-03-20 16:33:00.759884,ipad,4,550
1061,P107,2025-05-05 16:33:00.759884,watch,1,300
1062,P297,2025-06-19 16:33:00.759884,TV,3,880
1063,P169,2025-07-06 16:33:00.759884,ipad,2,550
1064,P132,2025-06-28 16:33:00.759884,watch,3,300
1065,P233,2025-07-14 16:33:00.759884,phone,3,400
1066,P176,2025-07-18 16:33:00.759884,phone,2,400
1067,P148,2025-07-17 16:33:00.759884,phone,2,400
1068,P055,2025-07-17 16:33:00.759884,watch,1,300
1069,P032,2025-05-26 16:33:00.759884,laptop,3,800
1070,P367,2025-04-03 16:33:00.759884,TV,4,880
1071,P233,2025-03-07 16:33:00.759884,watch,3,300
1072,P032,2025-06-03 16:33:00.759884,mouse,3,50
1073,P359,2025-06-09 16:33:00.759884,phone,3,400
1074,P239,2025-06-24 16:33:00.759884,watch,2,300
1075,P148,2025-02-24 16:33:00.759884,phone,2,400
1076,P274,2025-05-25 16:33:00.759884,ipad,3,550
1077,P137,2025-07-12 16:33:00.759884,mouse,1,50
1078,P140,2025-05-30 16:33:00.759884,TV,2,880
1079,P223,2025-06-23 16:33:00.759884,phone,3,400
1080,P331,2025-05-10 16:33:00.759884,TV,1,880
1081,P187,2025-03-05 16:33:00.759884,laptop,4,800
1082,P125,2025-03-06 16:33:00.759884,laptop,1,800
1083,P281,2025-07-17 16:33:00.759884,watch,3,300
1084,P296,2025-07-10 16:33:00.759884,ipad,1,550
1085,P393,2025-05-16 16:33:00.759884,ipad,3,550
1086,P251,2025-07-20 16:33:00.759884,ipad,3,550
1087,P291,2025-06-21 16:33:00.759884,ipad,2,550
1088,P078,2025-05-18 16:33:00.759884,laptop,1,800
1089,P225,2025-02-21 16:33:00.759884,ipad,2,550
1090,P044,2025-05-29 16:33:00.759884,phone,2,400
1091,P399,2025-06-24 16:33:00.759884,phone,2,400
1092,P308,2025-04-15 16:33:00.759884,watch,1,300
1093,P037,2025-04-28 16:33:00.759884,watch,3,300
1094,P024,2025-03-07 16:33:00.759884,watch,3,300
1095,P217,2025-05-11 16:33:00.759884,watch,1,300
1096,P087,2025-06-21 16:33:00.759884,TV,2,880
1097,P164,2025-03-03 16:33:00.759884,laptop,3,800
1098,P363,2025-06-23 16:33:00.759884,watch,4,300
1099,P253,2025-07-16 16:33:00.759884,TV,1,880
1100,P176,2025-04-19 16:33:00.759884,watch,1,300
1101,P322,2025-05-23 16:33:00.759884,mouse,3,50
1102,P205,2025-06-26 16:33:00.759884,TV,3,880
1103,P276,2025-03-28 16:33:00.759884,laptop,4,800
1104,P258,2025-03-21 16:33:00.759884,TV,3,880
1105,P355,2025-05-28 16:33:00.759884,laptop,1,800
1106,P124,2025-05-07 16:33:00.759884,TV,2,880
1107,P361,2025-03-20 16:33:00.759884,laptop,3,800
1108,P364,2025-04-04 16:33:00.759884,ipad,3,550
1109,P209,2025-04-01 16:33:00.759884,mouse,1,50
1110,P078,2025-07-14 16:33:00.759884,mouse,2,50
1111,P052,2025-02-28 16:33:00.759884,watch,3,300
1112,P181,2025-07-12 16:33:00.759884,TV,3,880
1113,P263,2025-04-29 16:33:00.759884,ipad,3,550
1114,P323,2025-06-04 16:33:00.759884,ipad,1,550
1115,P281,2025-04-05 16:33:00.759884,phone,2,400
1116,P172,2025-05-06 16:33:00.759884,laptop,1,800
1117,P048,2025-05-07 16:33:00.759884,watch,3,300
1118,P024,2025-06-19 16:33:00.759884,laptop,4,800
1119,P325,2025-03-06 16:33:00.759884,laptop,2,800
1120,P306,2025-07-09 16:33:00.759884,watch,3,300
1121,P021,2025-05-23 16:33:00.759884,phone,4,400
1122,P242,2025-07-10 16:33:00.759884,TV,3,880
1123,P244,2025-02-27 16:33:00.759884,TV,2,880
1124,P090,2025-05-07 16:33:00.759884,ipad,1,550
1125,P273,2025-07-18 16:33:00.759884,watch,4,300
1126,P341,2025-07-16 16:33:00.759884,phone,3,400
1127,P089,2025-04-13 16:33:00.759884,mouse,3,50
1128,P353,2025-05-31 16:33:00.759884,ipad,1,550
1129,P138,2025-05-04 16:33:00.759884,mouse,3,50
1130,P311,2025-06-27 16:33:00.759884,phone,3,400
1131,P313,2025-05-21 16:33:00.759884,phone,2,400
1132,P297,2025-03-08 16:33:00.759884,phone,3,400
1133,P038,2025-05-23 16:33:00.759884,ipad,1,550
1134,P282,2025-07-06 16:33:00.759884,ipad,3,550
1135,P145,2025-06-05 16:33:00.759884,watch,4,300
1136,P292,2025-05-09 16:33:00.759884,mouse,4,50
1137,P371,2025-07-17 16:33:00.759884,mouse,3,50
1138,P311,2025-06-25 16:33:00.759884,phone,2,400
1139,P145,2025-05-25 16:33:00.759884,ipad,3,550
1140,P087,2025-04-07 16:33:00.759884,watch,4,300
1141,P185,2025-03-03 16:33:00.759884,TV,3,880
1142,P343,2025-03-03 16:33:00.759884,laptop,2,800
1143,P196,2025-03-31 16:33:00.759884,laptop,3,800
1144,P320,2025-06-28 16:33:00.759884,ipad,3,550
1145,P194,2025-07-01 16:33:00.759884,ipad,4,550
1146,P045,2025-04-23 16:33:00.759884,mouse,3,50
1147,P074,2025-03-15 16:33:00.759884,phone,1,400
1148,P273,2025-06-24 16:33:00.759884,watch,4,300
1149,P070,2025-04-09 16:33:00.759884,laptop,1,800
1150,P211,2025-06-15 16:33:00.759884,phone,1,400
1151,P015,2025-07-14 16:33:00.759884,watch,1,300
1152,P174,2025-04-20 16:33:00.759884,TV,2,880
1153,P138,2025-04-20 16:33:00.759884,ipad,4,550
1154,P318,2025-06-30 16:33:00.759884,watch,1,300
1155,P048,2025-05-07 16:33:00.759884,phone,4,400
1156,P170,2025-05-19 16:33:00.759884,watch,4,300
1157,P308,2025-03-14 16:33:00.759884,watch,1,300
1158,P364,2025-05-22 16:33:00.759884,watch,1,300
1159,P193,2025-03-03 16:33:00.759884,mouse,1,50
1160,P160,2025-05-12 16:33:00.759884,TV,3,880
1161,P373,2025-03-18 16:33:00.759884,mouse,1,50
1162,P062,2025-07-10 16:33:00.759884,laptop,3,800
1163,P291,2025-07-03 16:33:00.759884,watch,2,300
1164,P332,2025-06-09 16:33:00.759884,watch,1,300
1165,P032,2025-05-03 16:33:00.759884,watch,4,300
1166,P333,2025-07-10 16:33:00.759884,laptop,3,800
1167,P390,2025-06-28 16:33:00.759884,phone,4,400
1168,P232,2025-03-23 16:33:00.759884,phone,4,400
1169,P004,2025-05-08 16:33:00.759884,phone,1,400
1170,P078,2025-07-15 16:33:00.759884,watch,2,300
1171,P066,2025-04-14 16:33:00.759884,TV,2,880
1172,P109,2025-05-17 16:33:00.759884,TV,1,880
1173,P350,2025-07-17 16:33:00.759884,ipad,1,550
1174,P383,2025-04-23 16:33:00.759884,TV,1,880
1175,P040,2025-06-10 16:33:00.759884,laptop,1,800
1176,P049,2025-05-09 16:33:00.759884,laptop,3,800
1177,P282,2025-05-24 16:33:00.759884,mouse,4,50
1178,P006,2025-05-15 16:33:00.759884,mouse,3,50
1179,P287,2025-07-09 16:33:00.759884,mouse,3,50
1180,P341,2025-03-06 16:33:00.759884,laptop,1,800
1181,P140,2025-04-26 16:33:00.759884,TV,3,880
1182,P002,2025-04-10 16:33:00.759884,mouse,3,50
1183,P368,2025-04-28 16:33:00.759884,TV,2,880
1184,P094,2025-07-18 16:33:00.759884,phone,4,400
1185,P329,2025-04-05 16:33:00.759884,laptop,2,800
1186,P186,2025-03-10 16:33:00.759884,phone,2,400
1187,P348,2025-05-09 16:33:00.759884,ipad,3,550
1188,P245,2025-03-31 16:33:00.759884,watch,4,300
1189,P290,2025-05-09 16:33:00.759884,phone,2,400
1190,P308,2025-03-05 16:33:00.759884,TV,1,880
1191,P064,2025-05-14 16:33:00.759884,phone,3,400
1192,P258,2025-07-03 16:33:00.759884,mouse,3,50
1193,P271,2025-07-09 16:33:00.759884,watch,3,300
1194,P004,2025-04-18 16:33:00.759884,mouse,3,50
1195,P360,2025-03-09 16:33:00.759884,ipad,2,550
1196,P384,2025-03-03 16:33:00.759884,watch,2,300
1197,P384,2025-06-26 16:33:00.759884,mouse,1,50
1198,P147,2025-03-11 16:33:00.759884,phone,1,400
1199,P355,2025-06-20 16:33:00.759884,phone,4,400
1200,P182,2025-04-21 16:33:00.759884,ipad,3,550
1201,P008,2025-06-27 16:33:00.759884,mouse,1,50
1202,P192,2025-07-13 16:33:00.759884,mouse,1,50
1203,P161,2025-05-18 16:33:00.759884,TV,1,880
1204,P387,2025-03-06 16:33:00.759884,TV,2,880
1205,P246,2025-04-06 16:33:00.759884,watch,2,300
1206,P031,2025-02-23 16:33:00.759884,mouse,2,50
1207,P120,2025-03-16 16:33:00.759884,laptop,3,800
1208,P325,2025-03-01 16:33:00.759884,mouse,1,50
1209,P333,2025-03-14 16:33:00.759884,laptop,1,800
1210,P285,2025-03-09 16:33:00.759884,mouse,2,50
1211,P084,2025-03-12 16:33:00.759884,ipad,1,550
1212,P257,2025-03-05 16:33:00.759884,laptop,4,800
1213,P067,2025-04-05 16:33:00.759884,watch,1,300
1214,P078,2025-03-03 16:33:00.759884,phone,3,400
1215,P290,2025-02-22 16:33:00.759884,laptop,1,800
1216,P370,2025-06-20 16:33:00.759884,ipad,3,550
1217,P050,2025-03-21 16:33:00.759884,phone,3,400
1218,P350,2025-02-24 16:33:00.759884,laptop,3,800
1219,P370,2025-03-08 16:33:00.759884,laptop,3,800
1220,P347,2025-07-07 16:33:00.759884,phone,3,400
1221,P240,2025-03-23 16:33:00.759884,ipad,2,550
1222,P371,2025-05-17 16:33:00.759884,watch,2,300
1223,P085,2025-05-21 16:33:00.759884,mouse,2,50
1224,P384,2025-04-30 16:33:00.759884,phone,2,400
1225,P268,2025-05-19 16:33:00.759884,phone,1,400
1226,P116,2025-06-15 16:33:00.759884,TV,1,880
1227,P108,2025-05-03 16:33:00.759884,watch,3,300
1228,P071,2025-05-21 16:33:00.759884,phone,2,400
1229,P252,2025-06-30 16:33:00.759884,mouse,1,50
1230,P278,2025-03-15 16:33:00.759884,TV,2,880
1231,P069,2025-02-26 16:33:00.759884,mouse,1,50
1232,P250,2025-03-17 16:33:00.759884,watch,3,300
1233,P172,2025-06-16 16:33:00.759884,laptop,1,800
1234,P060,2025-05-02 16:33:00.759884,phone,4,400
1235,P104,2025-04-28 16:33:00.759884,laptop,4,800
1236,P315,2025-05-19 16:33:00.759884,mouse,2,50
1237,P073,2025-03-17 16:33:00.759884,phone,4,400
1238,P259,2025-05-21 16:33:00.759884,laptop,2,800
1239,P279,2025-06-21 16:33:00.759884,watch,4,300
1240,P134,2025-04-10 16:33:00.759884,watch,2,300
1241,P182,2025-03-09 16:33:00.759884,phone,3,400
1242,P090,2025-04-01 16:33:00.759884,phone,1,400
1243,P125,2025-06-15 16:33:00.759884,mouse,2,50
1244,P038,2025-04-24 16:33:00.759884,phone,3,400
1245,P332,2025-06-23 16:33:00.759884,phone,4,400
1246,P187,2025-05-26 16:33:00.759884,mouse,2,50
1247,P182,2025-04-22 16:33:00.759884,watch,4,300
1248,P022,2025-04-16 16:33:00.759884,phone,2,400
1249,P389,2025-05-19 16:33:00.759884,ipad,2,550
1250,P021,2025-03-16 16:33:00.759884,watch,1,300
1251,P011,2025-06-21 16:33:00.759884,watch,2,300
1252,P147,2025-05-17 16:33:00.759884,watch,4,300
1253,P160,2025-06-12 16:33:00.759884,TV,1,880
1254,P081,2025-04-14 16:33:00.759884,TV,3,880
1255,P089,2025-04-02 16:33:00.759884,laptop,1,800
1256,P208,2025-05-24 16:33:00.759884,TV,4,880
1257,P235,2025-04-20 16:33:00.759884,mouse,3,50
1258,P363,2025-02-24 16:33:00.759884,laptop,1,800
1259,P121,2025-05-30 16:33:00.759884,laptop,4,800
1260,P035,2025-05-09 16:33:00.759884,phone,2,400
1261,P184,2025-07-14 16:33:00.759884,phone,2,400
1262,P231,2025-03-28 16:33:00.759884,phone,4,400
1263,P018,2025-06-19 16:33:00.759884,watch,3,300
1264,P087,2025-04-17 16:33:00.759884,laptop,1,800
1265,P374,2025-06-08 16:33:00.759884,watch,3,300
1266,P304,2025-03-23 16:33:00.759884,ipad,2,550
1267,P272,2025-06-16 16:33:00.759884,ipad,4,550
1268,P234,2025-05-19 16:33:00.759884,phone,3,400
1269,P099,2025-04-02 16:33:00.759884,watch,3,300
1270,P025,2025-03-17 16:33:00.759884,watch,1,300
1271,P238,2025-07-15 16:33:00.759884,laptop,3,800
1272,P335,2025-06-07 16:33:00.759884,phone,3,400
1273,P090,2025-03-19 16:33:00.759884,laptop,1,800
1274,P215,2025-03-12 16:33:00.759884,phone,1,400
1275,P305,2025-06-26 16:33:00.759884,TV,4,880
1276,P029,2025-03-02 16:33:00.759884,laptop,2,800
1277,P344,2025-04-09 16:33:00.759884,watch,2,300
1278,P299,2025-02-26 16:33:00.759884,TV,2,880
1279,P051,2025-05-15 16:33:00.759884,TV,2,880
